Jin,19.97440779001904,정상체중
Suga,19.487382745408905,정상체중
J-Hope,20.747550193111813,정상체중
RM,20.45114617990904,정상체중
Jimin,20.04744562130375,정상체중
V,19.883853048857468,정상체중
Jungkook,20.830703194041156,정상체중
